id	subid	left_index	right_index	F	F_entropy	F_enthalpy	F_freedna	Ffree_bound	Ffree_unbound
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	5	199.87574766787557	193.6216001428488	6.254147525026778	165.19890387013288	167.08058581204057	1487.8143622060638
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	6	328.53153214464226	317.7098658448771	10.821666299765198	276.4662303033863	280.3214830078007	1374.5734650103013
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	7	468.82296553446236	453.5807875866578	15.242177947804564	399.060017665435	405.9469927470335	1248.947955271069
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	8	596.0940301545227	575.8807214584077	20.2133086961149	510.21296260304956	518.4313223967279	1136.4636256213753
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	9	724.1631004503646	698.5674380625586	25.595662387806026	619.9667837130173	632.1426991339113	1022.752248884192
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	10	858.1803795164263	829.1155114080705	29.064868108355846	741.3253755740529	756.1086584485481	898.7862895695555
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	11	987.141835194958	952.0392189521849	35.10261624277318	852.2074785194682	870.9613528125346	783.933595205568
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	12	1109.2099761350112	1070.3867214759289	38.82325465908225	963.1381237838451	985.048243172277	669.8467048458252
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	4	13	1258.9857096757205	1217.8644350378845	41.121274637835995	1099.474750617218	1121.337997583314	533.5569504347889
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	5	5	70.77052013813582	69.44746907379078	1.323051064345037	54.25307784519424	55.50878651804848	1599.3861615000558
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	5	6	199.06413830858708	193.64458801847707	5.4195502901099974	165.5204042784476	168.74968371380862	1486.1452643042953
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	5	7	339.37414928206977	329.55571431754174	9.818434964528022	288.1141916404963	294.3751934530413	1360.5197545650608
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	5	8	466.7154022117645	451.9082324516728	14.807169760091694	399.2671365781109	406.8595231027358	1248.0354249153668
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	5	9	594.86204912119	574.6507462607292	20.211302860460844	509.0209576880787	520.5708998399191	1134.324048178184
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	5	10	729.0722987573558	705.2607758588819	23.81152289847402	630.3795495491141	644.5368591545562	1010.3580888635471
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	5	11	858.5072971303657	828.5822225102243	29.925074620141466	741.2616524945295	759.3895535185427	895.5053944995609
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	5	12	980.7146258773888	947.0754546875534	33.63917118983545	852.1922977589065	873.4764438782852	781.4185041398175
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	5	13	1130.4862508623517	1094.621444754517	35.86480610783468	988.5289245922792	1009.7661982893222	645.1287497287809
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	6	6	73.16349818976873	72.21946062604889	0.9440375637198406	55.47524348151077	55.922332153585074	1598.9726158645192
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	6	7	213.50648221962888	208.22701627127284	5.279465948356031	178.0690308435594	181.5478418928176	1473.3471061252867
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	6	8	340.8194673286651	330.6283104064821	10.191156922182978	289.22197578117397	294.0321715425119	1360.8627764755906
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	6	9	469.05344095611434	453.41982036776636	15.63362058834796	398.9757968911417	407.74354827969535	1247.1513997384075
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	6	10	603.1999848110039	584.1038860654301	19.096098745573865	520.3343887521771	531.7095075943323	1123.185440423771
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	6	11	732.6950353673218	707.4952591312572	25.199776236064622	631.2164916975927	646.562201958319	1008.3327460597844
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	6	12	855.088496292529	826.0788652368453	29.009631055683656	742.1471369619699	760.6490923180615	894.2458557000421
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	6	13	1005.185453649778	973.9036167045704	31.281836945207566	878.4837637953426	896.9388467290987	757.9561012890049
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	7	7	73.43087519020521	72.40297573692706	1.0278994532781511	55.638114501456414	57.20545496276229	1597.689493055342
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	7	8	200.81858939967518	194.89996210779552	5.91862729187965	166.79105943907098	169.6897846124565	1485.2051634056475
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	7	9	329.05631912068316	317.73140965240674	11.32490946827643	276.54488054903857	283.40116134963944	1371.4937866684627
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	7	10	463.29360198410257	448.4535505764289	14.840051407673664	397.90347241007385	407.3671206642762	1247.5278273538263
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	7	11	592.8527496606407	571.9000786340899	20.952671026550735	508.78557535548947	522.2198150282627	1132.6751329898398
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	7	12	715.2905937890309	690.5448127998122	24.745780989218662	619.7162206198669	636.3067053880054	1018.5882426300974
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	7	13	866.1197462931674	839.1164314062676	27.00331488689981	756.0528474532398	772.5964597990421	882.2984882190603
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	8	8	72.36917410166612	70.86741437754964	1.501759724116487	55.63702091227974	56.796830496309994	1598.0981175217942
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	8	9	200.52690287517575	193.8508303308297	6.676072544346057	165.39084202224728	170.508207233493	1484.386740784611
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	8	10	334.83141682584477	324.6143681327022	10.217048693142564	286.7494338832825	294.47416654812974	1360.420781469973
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	8	11	464.3707481136153	448.1055440461964	16.265204067418882	397.63153682869824	409.3268609121162	1245.5680871059865
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	8	12	586.8995797343309	566.8256185418387	20.07396119249224	508.5621820930757	523.4137512718589	1131.4811967462442
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	8	13	737.8165292208004	715.4432355780366	22.373293642763734	644.8988089264487	659.7035056828953	995.191442335207
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	9	9	72.86630565284385	71.98529641450195	0.8810092383418965	55.345681225310415	57.68085567326939	1597.2140923448349
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	9	10	207.140609604681	202.7926393057762	4.347970298904814	176.7042730863456	181.646814987906	1473.248133030198
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	9	11	336.8733202461212	326.3407080802141	10.532612165907121	287.5863760317613	296.4995093518923	1358.3954386662099
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	9	12	459.490453168446	445.1127410505793	14.377712117866702	398.5170212961384	410.5863997116346	1244.3085483064676
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	9	13	610.3742767842034	593.8060838304949	16.568192953708547	534.8536481295114	546.8761541226711	1108.0187938954305
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	10	10	70.14737481913006	69.11525563600742	1.032119183122651	56.50200768494963	56.572029758496285	1598.322918259608
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	10	11	199.807669742869	192.78957955189847	7.018090190970517	167.38411063036529	171.42472412248242	1483.4702238956215
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	10	12	322.3639234820846	311.62663565176354	10.737287830321051	278.31475589474246	285.5116144822248	1369.3833335358772
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	10	13	473.38659789761846	460.37987275758667	13.006725140031774	414.65138272811566	421.8013688932614	1233.0935791248403
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	11	11	86.1405087224229	84.28156860870406	1.8589401137188304	67.51645608266332	68.81433169144191	1586.0806163266625
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	11	12	208.78824618547344	203.23229865219145	5.555947533281983	178.44710134704042	182.90122205118433	1471.9937259669196
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	11	13	359.82279737760877	352.0242431081425	7.7985542694662575	314.7837281804135	319.1909764622208	1335.703971555881
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	12	12	56.679119380171535	56.32036213236518	0.35875724780635126	45.44032935317318	45.19285429377699	1609.7020937243256
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	12	13	207.73431905571653	205.41766011015147	2.316658945565061	181.77695618654616	181.48260870481357	1473.4123393132872
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2011	0	13	13	72.3315795081161	71.79771603234857	0.533863475767531	56.74589864213414	56.8624330522329	1598.0325149658695
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	0	70.01041690830216	69.64784423869804	0.36257266960412543	54.40813988465713	56.03052106391358	1598.9791272730938
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	1	201.9343569014722	199.21026285677937	2.7240940446928352	175.25931778173305	180.09032173739814	1474.9193265996068
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	2	355.424829565665	346.32931838916113	9.09551117650384	309.0403844377885	316.2415486272565	1338.7680997097502
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	3	468.71450662241193	454.4459493635371	14.268557258874798	408.8304295343604	417.47324645026583	1237.5364018867415
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	4	607.1584312292142	589.5855330931631	17.57289813605107	530.8024742314658	541.1436707349255	1113.8659776020822
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	5	735.1172892017058	712.6350561143104	22.482233087395496	642.4273734734297	654.2536085517198	1000.7560397852877
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	6	864.2716336895077	836.5025379185795	27.769095770928168	753.7025088871658	768.2558940107924	886.7537543262142
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	7	1002.499707777656	970.6967412901306	31.802966487525392	875.3378632687268	891.516035355653	763.4936129813532
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	8	1128.5533292273333	1090.8721216508663	37.681207576466974	984.9366223392313	1004.7056775469708	650.3039707900343
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	9	1256.2952398374557	1214.1339817812095	42.161258056246204	1095.9678667957833	1118.4175597123067	536.5920886246988
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	10	1391.1815306649905	1345.0622210767983	46.119309588192266	1218.168621689511	1244.8934783564532	410.1161699805525
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	11	1518.7921353251174	1467.7919883779584	51.00014694715898	1329.8494782858547	1358.7683061846324	296.2413421523737
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	12	1642.303575909798	1588.4429171743943	53.8606587354035	1443.6348323950015	1472.871087151908	182.13856118509995
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	0	13	1791.7741675939112	1734.347258695658	57.426908898253274	1578.8119721596322	1608.8113363215411	46.198312015467735
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	1	54.688113719741565	54.084232127790585	0.6038815919509825	43.210584823289466	45.51662812667915	1609.4930202103278
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	2	207.8399570166135	201.51402502665232	6.325931989961188	176.9916514793448	181.66785501653703	1473.3417933204678
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	3	321.163606921746	309.665707058448	11.497899863298038	276.7816965759166	282.89955283954646	1372.1100954974604
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	4	459.6761697827081	444.8679868961499	14.808182886558184	398.7537412730219	406.56997712420616	1248.4396712128012
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	5	587.6639312698445	567.9967145924254	19.667216677419155	510.3786405149859	519.6799149410006	1135.3297333960068
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	6	716.8546818697035	691.9170457607918	24.93763610891181	621.6537759287222	633.6822004000732	1021.3274479369344
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	7	855.813217947802	826.867871776127	28.945346171674913	743.2891303102831	756.9423417449334	898.0673065920728
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	8	982.1985294413698	947.318872441542	34.87965699982782	852.8878893807878	870.1319839362513	784.8776644007544
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	9	1109.8428074356536	1070.6546280099678	39.18817942568581	963.9191338373395	983.843866101587	671.1657822354176
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	10	1244.861217813286	1201.7103294408141	43.15088837247192	1086.1198887310675	1110.3197847457336	544.6898635912714
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	11	1372.5066509391256	1324.5894365874299	47.91721435169564	1197.8007453274113	1224.1946125739128	430.8150357630925
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	12	1495.9917777990204	1445.3108536298337	50.680924169186696	1311.586099436558	1338.297393541187	316.71225479581886
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	1	13	1645.611449629853	1591.374936861463	54.23651276838995	1446.7632392011883	1474.2376427108188	180.77200562618663
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	2	84.43216011030945	82.8900801219612	1.5420799883482517	66.25680159290934	66.5755069351039	1588.4341414019027
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	3	197.8998350002056	191.15399124145247	6.745843758753115	166.04684668948113	167.80720475811302	1487.202443578893
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	4	336.4236578406859	326.4168741243024	10.006783716383467	288.01889138658635	291.4776290427728	1363.532019294234
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	5	464.47035763762926	449.60095833386004	14.869399303769228	399.6437906285504	404.587566859567	1250.4220814774403
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	6	593.7515553384222	573.593407964883	20.158147373539254	510.9189260422867	518.5898523186397	1136.4197960183678
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	7	732.8164924835784	708.6029558193703	24.21353666420808	632.5542804238478	641.8499936635001	1013.1596546735076
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	8	859.2807255544478	829.1441309322563	30.13659462219158	742.1530394943522	755.0396358548182	899.9700124821886
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	9	987.2244209784999	952.6229205606244	34.60150041787551	853.184283950904	868.751518020154	786.258130316852
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	10	1122.4968047284146	1083.7241578688304	38.77264685958433	975.3850388446318	995.2274366643006	659.7822116727044
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	11	1250.418422626803	1206.7873921279847	43.63103049881837	1087.065895440976	1109.1022644924797	545.9073838445258
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	12	1374.2794346765534	1327.6474013174059	46.632033359147606	1200.8512495501225	1223.2050454597538	431.80460287725236
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	2	13	1523.810333260042	1473.7718257381855	50.03850752185637	1336.0283893147534	1359.1452946293862	295.8643537076202
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	3	67.83245573463063	66.83013450721056	1.0023212274200688	54.187938312629655	55.16434518650722	1599.8453031504998
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	4	206.27768320972334	202.2228771871001	4.054806022623229	176.15998300973484	178.83476947116662	1476.1748788658383
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	5	334.52295858860083	325.45182466217636	9.071133926424471	287.78488225169883	291.94470728796097	1363.064941049046
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	6	463.75199265478847	449.4881074952325	14.263885159555981	399.060017665435	405.9469927470335	1249.0626555899737
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	7	602.9133926362126	584.5531049106398	18.36028772557276	520.695372046996	529.207134091894	1125.8025142451133
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	8	729.4821559277336	705.1630032994638	24.319152628269897	630.2941311175009	642.3967762832123	1012.6128720537955
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	9	857.8621904499043	829.0372954364697	28.82489501343471	741.3253755740529	756.1086584485481	898.900989888459
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	10	993.2690954380006	960.2399953721861	33.02910006581456	863.5261304677808	882.5845770926949	772.4250712443115
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	11	1121.4594347346986	1083.5766859976602	37.88274873703846	975.2069870641247	996.4594049208739	658.5502434161319
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	12	1245.6103638607926	1204.6053385229488	41.00502533784388	1088.9923411732716	1110.5621858881482	544.4474624488582
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	3	13	1395.1588140933113	1350.8862842356468	44.27252985766456	1224.1694809379023	1246.5024350577805	408.5072132792261
chr10:63519400-63523401|ENST00000373758.5|+|63521401|pos:2022	0	4	4	72.37269277946622	71.59347101949058	0.7792217599756464	54.886809580312615	57.008893027873555	1598.0007553091334
